4.000000	19.000000
101.000000	103.000000
159.000000	188.000000
198.000000	258.000000
203.000000	293.000000
251.000000	298.000000
316.000000	339.000000
338.000000	394.000000
388.000000	442.000000
455.000000	502.000000
469.000000	571.000000
474.000000	635.000000
487.000000	700.000000
554.000000	783.000000
649.000000	783.000000
667.000000	853.000000
750.000000	875.000000
784.000000	944.000000
793.000000	996.000000
800.000000	1087.000000
817.000000	1139.000000
912.000000	1167.000000
1006.000000	1167.000000
1007.000000	1263.000000
1007.000000	1302.000000
1084.000000	1310.000000
1100.000000	1362.000000
1189.000000	1363.000000
1192.000000	1449.000000
1262.000000	1530.000000
1298.000000	1530.000000
1314.000000	1612.000000
1377.000000	1614.000000
1377.000000	1698.000000
1385.000000	1727.000000
1469.000000	1728.000000
1526.000000	1784.000000
1531.000000	1854.000000
1561.000000	1879.000000
1647.000000	1899.000000
1647.000000	1993.000000
1710.000000	2001.000000
1725.000000	2099.000000
1803.000000	2132.000000
1833.000000	2137.000000
1823.000000	2211.000000
1939.000000	2254.000000
1941.000000	2312.000000
2005.000000	2350.000000
2061.000000	2355.000000
2089.000000	2441.000000
2169.000000	2441.000000
2215.000000	2477.000000
2245.000000	2545.000000
2330.000000	2545.000000
2347.000000	2627.000000
2427.000000	2676.000000
2476.000000	2721.000000
2549.000000	2724.000000
2634.000000	2744.000000
2634.000000	2821.000000
2639.000000	2886.000000
2734.000000	2910.000000
2736.000000	2952.000000
2798.000000	2952.000000
2808.000000	3022.000000
2879.000000	3053.000000
2917.000000	3103.000000
2917.000000	3146.000000
2942.000000	3168.000000
2987.000000	3172.000000
3072.000000	3225.000000
3075.000000	3311.000000
3075.000000	3347.000000
3075.000000	3441.000000
3143.000000	3450.000000
3222.000000	3461.000000
3225.000000	3501.000000
3270.000000	3518.000000
3286.000000	3608.000000
3312.000000	3668.000000
3383.000000	3706.000000
3447.000000	3775.000000
3451.000000	3831.000000
3491.000000	3840.000000
3529.000000	3878.000000
3591.000000	3916.000000
3609.000000	3940.000000
3657.000000	3995.000000
3718.000000	4013.000000
3775.000000	4037.000000
3859.000000	4051.000000
3923.000000	4089.000000
3923.000000	4130.000000
3962.000000	4205.000000
3995.000000	4239.000000
4063.000000	4290.000000
4074.000000	4354.000000
4124.000000	4378.000000
4146.000000	4392.000000
4183.000000	4470.000000
4233.000000	4505.000000
4287.000000	4557.000000
4332.000000	4610.000000
4342.000000	4622.000000
4388.000000	4714.000000
4453.000000	4744.000000
4531.000000	4818.000000
4577.000000	4845.000000
4637.000000	4884.000000
4697.000000	4943.000000
4723.000000	5058.000000
4773.000000	5091.000000
4760.000000	5138.000000
4764.000000	5146.000000
4851.000000	5179.000000
4944.000000	5182.000000
4976.000000	5199.000000
4989.000000	5263.000000
5015.000000	5336.000000
5022.000000	5388.000000
5036.000000	5427.000000
5083.000000	5485.000000
5095.000000	5488.000000
5115.000000	5530.000000
5150.000000	5530.000000
5153.000000	5568.000000
5212.000000	5587.000000
5239.000000	5613.000000
5259.000000	5629.000000
5346.000000	5664.000000
5396.000000	5713.000000
5400.000000	5745.000000
5492.000000	5793.000000
5518.000000	5861.000000
5521.000000	5929.000000
5593.000000	5959.000000
5595.000000	5976.000000
5623.000000	5976.000000
5669.000000	6030.000000
5716.000000	6109.000000
5759.000000	6125.000000
5759.000000	6165.000000
5769.000000	6222.000000
5842.000000	6222.000000
5844.000000	6303.000000
5915.000000	6326.000000
5915.000000	6354.000000
5993.000000	6354.000000
5997.000000	6434.000000
6031.000000	6434.000000
6098.000000	6461.000000
6110.000000	6475.000000
6116.000000	6534.000000
6207.000000	6569.000000
6289.000000	6657.000000
6294.000000	6747.000000
6360.000000	6747.000000
6450.000000	6825.000000
6503.000000	6828.000000
6572.000000	6867.000000
6595.000000	6944.000000
6595.000000	7027.000000
6657.000000	7056.000000
6687.000000	7057.000000
6778.000000	7132.000000
6794.000000	7211.000000
6821.000000	7249.000000
6821.000000	7319.000000
6909.000000	7319.000000
6909.000000	7365.000000
6968.000000	7374.000000
6988.000000	7460.000000
6988.000000	7538.000000
7021.000000	7575.000000
7044.000000	7603.000000
7110.000000	7627.000000
7157.000000	7649.000000
7244.000000	7675.000000
7244.000000	7697.000000
7306.000000	7742.000000
7385.000000	7761.000000
7389.000000	7786.000000
7404.000000	7796.000000
7419.000000	7892.000000
7503.000000	7968.000000
7578.000000	7991.000000
7596.000000	8034.000000
7639.000000	8117.000000
7683.000000	8139.000000
7714.000000	8196.000000
7770.000000	8218.000000
7860.000000	8226.000000
7889.000000	8289.000000
7912.000000	8340.000000
7966.000000	8389.000000
8008.000000	8452.000000
8009.000000	8509.000000
8010.000000	8586.000000
8034.000000	8594.000000
8108.000000	8594.000000
8134.000000	8613.000000
8191.000000	8622.000000
8197.000000	8667.000000
8224.000000	8688.000000
8280.000000	8715.000000
8343.000000	8731.000000
8416.000000	8731.000000
8426.000000	8809.000000
8498.000000	8840.000000
8518.000000	8918.000000
8597.000000	8962.000000
8597.000000	9024.000000
8695.000000	9038.000000
8754.000000	9076.000000
8795.000000	9096.000000
8795.000000	9167.000000
8834.000000	9261.000000
8902.000000	9316.000000
8959.000000	9361.000000
8961.000000	9387.000000
8982.000000	9435.000000
9028.000000	9488.000000
9067.000000	9550.000000
9114.000000	9594.000000
9197.000000	9620.000000
9249.000000	9684.000000
9277.000000	9762.000000
9347.000000	9783.000000
9369.000000	9844.000000
9434.000000	9844.000000
9435.000000	9877.000000
9452.000000	9882.000000
9452.000000	9900.000000
9534.000000	9921.000000
9544.000000	9964.000000
9626.000000	9965.000000
9647.000000	10039.000000
9687.000000	10071.000000
9755.000000	10133.000000
9755.000000	10183.000000
9780.000000	10239.000000
9833.000000	10269.000000
9833.000000	10322.000000
9884.000000	10367.000000
9957.000000	10367.000000
10003.000000	10369.000000
10005.000000	10385.000000
10012.000000	10453.000000
10024.000000	10546.000000
10073.000000	10576.000000
10107.000000	10643.000000
10159.000000	10664.000000
10248.000000	10666.000000
10281.000000	10673.000000
10291.000000	10749.000000
10340.000000	10803.000000
10426.000000	10803.000000
10449.000000	10871.000000
10453.000000	10897.000000
10501.000000	10897.000000
10501.000000	10946.000000
10569.000000	10999.000000
10588.000000	11068.000000
10596.000000	11159.000000
10645.000000	11228.000000
10655.000000	11229.000000
10655.000000	11294.000000
10680.000000	11342.000000
10703.000000	11383.000000
10790.000000	11385.000000
10816.000000	11456.000000
10890.000000	11478.000000
10944.000000	11524.000000
10983.000000	11527.000000
11057.000000	11568.000000
11094.000000	11632.000000
11115.000000	11706.000000
11139.000000	11736.000000
11157.000000	11737.000000
11189.000000	11800.000000
11268.000000	11826.000000
11269.000000	11892.000000
11269.000000	11945.000000
11334.000000	12038.000000
11353.000000	12038.000000
11420.000000	12057.000000
11495.000000	12057.000000
11495.000000	12140.000000
11529.000000	12212.000000
11529.000000	12279.000000
11595.000000	12325.000000
11611.000000	12381.000000
11623.000000	12473.000000
11684.000000	12473.000000
11705.000000	12551.000000
11757.000000	12594.000000
11810.000000	12670.000000
11881.000000	12717.000000
11918.000000	12778.000000
11936.000000	12790.000000
11971.000000	12810.000000
12052.000000	12826.000000
12140.000000	12843.000000
12163.000000	12852.000000
12181.000000	12871.000000
12257.000000	12871.000000
12312.000000	12871.000000
12313.000000	12921.000000
12344.000000	12973.000000
12407.000000	12980.000000
12455.000000	13033.000000
12476.000000	13094.000000
12497.000000	13168.000000
12558.000000	13177.000000
12608.000000	13237.000000
12642.000000	13250.000000
12646.000000	13313.000000
12738.000000	13313.000000
