8.000000	19.000000
89.000000	69.000000
111.000000	143.000000
161.000000	163.000000
172.000000	213.000000
234.000000	248.000000
312.000000	292.000000
351.000000	349.000000
399.000000	381.000000
425.000000	417.000000
441.000000	421.000000
494.000000	496.000000
509.000000	581.000000
546.000000	614.000000
609.000000	648.000000
643.000000	695.000000
681.000000	731.000000
746.000000	758.000000
793.000000	778.000000
832.000000	817.000000
916.000000	841.000000
1006.000000	917.000000
1041.000000	971.000000
1131.000000	1001.000000
1163.000000	1019.000000
1259.000000	1048.000000
1318.000000	1084.000000
1339.000000	1158.000000
1378.000000	1211.000000
1450.000000	1258.000000
1467.000000	1332.000000
1468.000000	1421.000000
1528.000000	1492.000000
1614.000000	1539.000000
1677.000000	1576.000000
1707.000000	1673.000000
1720.000000	1695.000000
1780.000000	1770.000000
1813.000000	1784.000000
1906.000000	1791.000000
1983.000000	1857.000000
2049.000000	1904.000000
2068.000000	1932.000000
2116.000000	1932.000000
2172.000000	2006.000000
2215.000000	2012.000000
2225.000000	2085.000000
2317.000000	2089.000000
2317.000000	2173.000000
2332.000000	2207.000000
2397.000000	2207.000000
2397.000000	2249.000000
2478.000000	2280.000000
2559.000000	2368.000000
2636.000000	2407.000000
2647.000000	2459.000000
2704.000000	2508.000000
2790.000000	2551.000000
2878.000000	2562.000000
2925.000000	2585.000000
2976.000000	2660.000000
3045.000000	2669.000000
3104.000000	2677.000000
3109.000000	2772.000000
3138.000000	2835.000000
3273.000000	2867.000000
3307.000000	2908.000000
3321.000000	2934.000000
3348.000000	2973.000000
3351.000000	3077.000000
3440.000000	3062.000000
3429.000000	3128.000000
3471.000000	3209.000000
3511.000000	3225.000000
3578.000000	3287.000000
3668.000000	3266.000000
3622.000000	3359.000000
3716.000000	3326.000000
3734.000000	3392.000000
3740.000000	3408.000000
3766.000000	3456.000000
3827.000000	3544.000000
3873.000000	3573.000000
3901.000000	3619.000000
3976.000000	3640.000000
4054.000000	3726.000000
4111.000000	3727.000000
4132.000000	3745.000000
4160.000000	3841.000000
4165.000000	3902.000000
4236.000000	3963.000000
4299.000000	4036.000000
4369.000000	4097.000000
