79.000000	26.000000	82.000000	0.000000	0.000000	68.000000
117.000000	38.000000	168.000000	0.000000	0.000000	113.000000
201.000000	82.000000	252.000000	0.000000	36.000000	169.000000
201.000000	140.000000	277.000000	40.000000	36.000000	227.000000
226.000000	177.000000	290.000000	63.000000	36.000000	282.000000
248.000000	221.000000	316.000000	101.000000	36.000000	343.000000
297.000000	261.000000	319.000000	101.000000	37.000000	439.000000
293.000000	311.000000	359.000000	101.000000	43.000000	474.000000
363.000000	317.000000	433.000000	101.000000	43.000000	523.000000
403.000000	317.000000	473.000000	101.000000	43.000000	530.000000
468.000000	352.000000	572.000000	101.000000	43.000000	616.000000
498.000000	377.000000	624.000000	109.000000	43.000000	638.000000
534.000000	449.000000	682.000000	109.000000	57.000000	727.000000
623.000000	449.000000	771.000000	109.000000	57.000000	767.000000
661.000000	468.000000	826.000000	109.000000	57.000000	815.000000
696.000000	505.000000	887.000000	109.000000	92.000000	852.000000
768.000000	505.000000	959.000000	109.000000	92.000000	866.000000
841.000000	505.000000	1032.000000	109.000000	101.000000	878.000000
887.000000	584.000000	1116.000000	159.000000	101.000000	951.000000
925.000000	618.000000	1155.000000	159.000000	101.000000	1014.000000
965.000000	697.000000	1223.000000	159.000000	141.000000	1093.000000
965.000000	782.000000	1257.000000	159.000000	141.000000	1178.000000
1040.000000	787.000000	1332.000000	164.000000	141.000000	1198.000000
1079.000000	796.000000	1371.000000	173.000000	141.000000	1224.000000
1096.000000	864.000000	1417.000000	173.000000	158.000000	1292.000000
1140.000000	864.000000	1461.000000	173.000000	158.000000	1310.000000
1181.000000	899.000000	1530.000000	173.000000	165.000000	1380.000000
1193.000000	935.000000	1576.000000	174.000000	165.000000	1429.000000
1227.000000	995.000000	1618.000000	206.000000	165.000000	1524.000000
1265.000000	1032.000000	1690.000000	208.000000	165.000000	1536.000000
1297.000000	1060.000000	1734.000000	223.000000	165.000000	1575.000000
1308.000000	1061.000000	1745.000000	224.000000	165.000000	1579.000000
1404.000000	1061.000000	1841.000000	224.000000	165.000000	1657.000000
1418.000000	1102.000000	1894.000000	224.000000	167.000000	1711.000000
1461.000000	1174.000000	1983.000000	248.000000	167.000000	1779.000000
1512.000000	1252.000000	2075.000000	248.000000	190.000000	1865.000000
1582.000000	1260.000000	2145.000000	256.000000	190.000000	1924.000000
1639.000000	1311.000000	2213.000000	256.000000	196.000000	2008.000000
1651.000000	1370.000000	2276.000000	256.000000	208.000000	2067.000000
1685.000000	1424.000000	2346.000000	256.000000	208.000000	2156.000000
1714.000000	1452.000000	2402.000000	256.000000	225.000000	2197.000000
1789.000000	1471.000000	2489.000000	262.000000	225.000000	2264.000000
1812.000000	1506.000000	2546.000000	262.000000	225.000000	2309.000000
1885.000000	1506.000000	2619.000000	262.000000	225.000000	2359.000000
1947.000000	1523.000000	2703.000000	262.000000	225.000000	2417.000000
1985.000000	1540.000000	2734.000000	262.000000	225.000000	2463.000000
1943.000000	1674.000000	2828.000000	262.000000	225.000000	2537.000000
1975.000000	1731.000000	2912.000000	262.000000	225.000000	2613.000000
2074.000000	1742.000000	2962.000000	262.000000	225.000000	2710.000000
2101.000000	1742.000000	2989.000000	262.000000	225.000000	2729.000000
2101.000000	1772.000000	3019.000000	262.000000	225.000000	2759.000000
2104.000000	1844.000000	3045.000000	262.000000	225.000000	2833.000000
2152.000000	1844.000000	3093.000000	262.000000	225.000000	2856.000000
2152.000000	1908.000000	3151.000000	262.000000	225.000000	2920.000000
2162.000000	1938.000000	3171.000000	266.000000	225.000000	2954.000000
2238.000000	1994.000000	3271.000000	266.000000	271.000000	3040.000000
2268.000000	2004.000000	3302.000000	266.000000	271.000000	3052.000000
2279.000000	2067.000000	3324.000000	292.000000	271.000000	3119.000000
2335.000000	2097.000000	3386.000000	292.000000	271.000000	3199.000000
2362.000000	2171.000000	3426.000000	292.000000	298.000000	3273.000000
2467.000000	2183.000000	3503.000000	292.000000	298.000000	3335.000000
2474.000000	2236.000000	3518.000000	292.000000	305.000000	3388.000000
2513.000000	2277.000000	3530.000000	341.000000	305.000000	3470.000000
2513.000000	2355.000000	3556.000000	341.000000	305.000000	3548.000000
2564.000000	2372.000000	3567.000000	341.000000	305.000000	3619.000000
2617.000000	2386.000000	3632.000000	341.000000	309.000000	3686.000000
2646.000000	2439.000000	3710.000000	341.000000	309.000000	3730.000000
2678.000000	2467.000000	3743.000000	341.000000	324.000000	3777.000000
2724.000000	2528.000000	3808.000000	341.000000	336.000000	3869.000000
2775.000000	2620.000000	3905.000000	341.000000	336.000000	3962.000000
2825.000000	2639.000000	3972.000000	341.000000	340.000000	3997.000000
